No.;Time;Source;Destination;Protocol;Length;Info;;;time 1;time 2;Delay;Delay 1;Delay 2;jitter 
3098;21.674742;142.251.12.93;192.168.1.7;TCP;56;443  >  62842 [ACK] Seq=1 Ack=40 Win=265 Len=0;;;21.674742;21.67477;2.8E-05;-2.560272;2.5603;5.120572
3099;21.67477;192.168.1.7;142.251.12.93;TCP;54;62842  >  443 [ACK] Seq=40 Ack=40 Win=256 Len=0;;;21.67477;24.23507;2.5603;2.505998;0.054302;-2.451696
3102;24.23507;104.199.240.237;192.168.1.7;TCP;65;4070  >  49739 [PSH, ACK] Seq=1 Ack=1 Win=16 Len=11;;;24.23507;24.289372;0.054302;-0.850559;0.904861;1.75542
3103;24.289372;192.168.1.7;104.199.240.237;TCP;54;49739  >  4070 [ACK] Seq=1 Ack=12 Win=253 Len=0;;;24.289372;25.194233;0.904861;0.872759;0.032102;-0.840657
3106;25.194233;192.168.1.7;35.186.224.25;TCP;66;62862  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;25.194233;25.226335;0.032102;0.03191;0.000192;-0.031718
3107;25.226335;35.186.224.25;192.168.1.7;TCP;66;443  >  62862 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 WS=256;;;25.226335;25.226527;0.000192;-0.000567;0.000759;0.001326
3108;25.226527;192.168.1.7;35.186.224.25;TCP;54;62862  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0;;;25.226527;25.227286;0.000759;-0.044309;0.045068;0.089377
3109;25.227286;192.168.1.7;35.186.224.25;TLSv1.3;571;Client Hello;;;25.227286;25.272354;0.045068;0.044915;0.000153;-0.044762
3110;25.272354;35.186.224.25;192.168.1.7;TCP;54;443  >  62862 [ACK] Seq=1 Ack=518 Win=66816 Len=0;;;25.272354;25.272507;0.000153;5.7E-05;9.6E-05;3.9E-05
3111;25.272507;35.186.224.25;192.168.1.7;TLSv1.3;1484;Server Hello, Change Cipher Spec;;;25.272507;25.272603;9.6E-05;4.8E-05;4.8E-05;0
3112;25.272603;35.186.224.25;192.168.1.7;TCP;1484;443  >  62862 [PSH, ACK] Seq=1431 Ack=518 Win=66816 Len=1430 [TCP segment of a reassembled PDU];;;25.272603;25.272651;4.8E-05;-0.000146;0.000194;0.00034
3113;25.272651;192.168.1.7;35.186.224.25;TCP;54;62862  >  443 [ACK] Seq=518 Ack=2861 Win=65536 Len=0;;;25.272651;25.272845;0.000194;-0.000988;0.001182;0.00217
3114;25.272845;35.186.224.25;192.168.1.7;TLSv1.3;654;Application Data;;;25.272845;25.274027;0.001182;0.000632;0.00055;-8.2E-05
3115;25.274027;192.168.1.7;35.186.224.25;TLSv1.3;118;Change Cipher Spec, Application Data;;;25.274027;25.274577;0.00055;0.000161;0.000389;0.000228
3116;25.274577;192.168.1.7;35.186.224.25;TLSv1.3;146;Application Data;;;25.274577;25.274966;0.000389;0.000247;0.000142;-0.000105
3117;25.274966;192.168.1.7;35.186.224.25;TLSv1.3;844;Application Data;;;25.274966;25.275108;0.000142;0.000142;0;-0.000142
3118;25.275108;192.168.1.7;35.186.224.25;TCP;1484;62862  >  443 [ACK] Seq=1464 Ack=3461 Win=65024 Len=1430 [TCP segment of a reassembled PDU];;;25.275108;25.275108;0;-0.024722;0.024722;0.049444
3119;25.275108;192.168.1.7;35.186.224.25;TLSv1.3;155;Application Data;;;25.275108;25.29983;0.024722;0.024598;0.000124;-0.024474
3120;25.29983;35.186.224.25;192.168.1.7;TCP;56;443  >  62862 [ACK] Seq=3461 Ack=1464 Win=68352 Len=0;;;25.29983;25.299954;0.000124;-0.000278;0.000402;0.00068
3121;25.299954;35.186.224.25;192.168.1.7;TLSv1.3;634;Application Data, Application Data;;;25.299954;25.300356;0.000402;-0.000311;0.000713;0.001024
3122;25.300356;192.168.1.7;35.186.224.25;TLSv1.3;85;Application Data;;;25.300356;25.301069;0.000713;-0.003836;0.004549;0.008385
3123;25.301069;35.186.224.25;192.168.1.7;TLSv1.3;85;Application Data;;;25.301069;25.305618;0.004549;-0.028634;0.033183;0.061817
3124;25.305618;35.186.224.25;192.168.1.7;TCP;56;443  >  62862 [ACK] Seq=4072 Ack=2995 Win=71168 Len=0;;;25.305618;25.338801;0.033183;0.030029;0.003154;-0.026875
3125;25.338801;35.186.224.25;192.168.1.7;TCP;56;443  >  62862 [ACK] Seq=4072 Ack=3026 Win=71168 Len=0;;;25.338801;25.341955;0.003154;-0.087431;0.090585;0.178016
3126;25.341955;192.168.1.7;35.186.224.25;TCP;54;62862  >  443 [ACK] Seq=3026 Ack=4072 Win=64512 Len=0;;;25.341955;25.43254;0.090585;0.090257;0.000328;-0.089929
3127;25.43254;35.186.224.25;192.168.1.7;TLSv1.3;500;Application Data;;;25.43254;25.432868;0.000328;0.000271;5.7E-05;-0.000214
3128;25.432868;35.186.224.25;192.168.1.7;TLSv1.3;570;Application Data, Application Data;;;25.432868;25.432925;5.7E-05;-0.000316;0.000373;0.000689
3129;25.432925;192.168.1.7;35.186.224.25;TCP;54;62862  >  443 [ACK] Seq=3026 Ack=5034 Win=65536 Len=0;;;25.432925;25.433298;0.000373;-0.000434;0.000807;0.001241
3130;25.433298;35.186.224.25;192.168.1.7;TLSv1.3;93;Application Data;;;25.433298;25.434105;0.000807;-0.037606;0.038413;0.076019
3131;25.434105;192.168.1.7;35.186.224.25;TLSv1.3;93;Application Data;;;25.434105;25.472518;0.038413;-1.642976;1.681389;3.324365
3132;25.472518;35.186.224.25;192.168.1.7;TCP;56;443  >  62862 [ACK] Seq=5073 Ack=3065 Win=71168 Len=0;;;25.472518;27.153907;1.681389;1.633935;0.047454;-1.586481
3134;27.153907;157.240.218.60;192.168.1.7;TLSv1.2;165;Application Data;;;27.153907;27.201361;0.047454;-1.543636;1.59109;3.134726
3135;27.201361;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=361 Win=256 Len=0;;;27.201361;28.792451;1.59109;1.59109;0;-1.59109
3136;28.792451;192.168.1.7;74.125.130.94;TCP;55;[TCP Keep-Alive] 62851  >  80 [ACK] Seq=1 Ack=1 Win=251 Len=1;;;28.792451;28.792451;0;-0.020194;0.020194;0.040388
3137;28.792451;192.168.1.7;74.125.130.94;TCP;55;[TCP Keep-Alive] 62852  >  80 [ACK] Seq=1 Ack=1 Win=254 Len=1;;;28.792451;28.812645;0.020194;0.017761;0.002433;-0.015328
3138;28.812645;74.125.130.94;192.168.1.7;TCP;66;[TCP Keep-Alive ACK] 80  >  62851 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2;;;28.812645;28.815078;0.002433;-0.678268;0.680701;1.358969
3139;28.815078;74.125.130.94;192.168.1.7;TCP;66;[TCP Keep-Alive ACK] 80  >  62852 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2;;;28.815078;29.495779;0.680701;0.428005;0.252696;-0.175309
3140;29.495779;192.168.1.7;52.239.198.228;TCP;54;62825  >  443 [FIN, ACK] Seq=1 Ack=1 Win=257 Len=0;;;29.495779;29.748475;0.252696;0.252357;0.000339;-0.252018
3141;29.748475;52.239.198.228;192.168.1.7;TCP;54;443  >  62825 [FIN, ACK] Seq=1 Ack=2 Win=2053 Len=0;;;29.748475;29.748814;0.000339;-0.754488;0.754827;1.509315
3142;29.748814;192.168.1.7;52.239.198.228;TCP;54;62825  >  443 [ACK] Seq=2 Ack=2 Win=257 Len=0;;;29.748814;30.503641;0.754827;0.728099;0.026728;-0.701371
3145;30.503641;192.168.1.7;35.197.154.200;TCP;55;[TCP Keep-Alive] 62843  >  443 [ACK] Seq=1 Ack=1 Win=260 Len=1;;;30.503641;30.530369;0.026728;-2.858609;2.885337;5.743946
3146;30.530369;35.197.154.200;192.168.1.7;TCP;66;[TCP Keep-Alive ACK] 443  >  62843 [ACK] Seq=1 Ack=2 Win=139 Len=0 SLE=1 SRE=2;;;30.530369;33.415706;2.885337;2.859172;0.026165;-2.833007
3147;33.415706;192.168.1.7;35.186.224.25;TCP;54;62862  >  443 [FIN, ACK] Seq=3065 Ack=5073 Win=65536 Len=0;;;33.415706;33.441871;0.026165;0.026025;0.00014;-0.025885
3148;33.441871;35.186.224.25;192.168.1.7;TCP;54;443  >  62862 [FIN, ACK] Seq=5073 Ack=3066 Win=71168 Len=0;;;33.441871;33.442011;0.00014;-4.219305;4.219445;8.43875
3149;33.442011;192.168.1.7;35.186.224.25;TCP;54;62862  >  443 [ACK] Seq=3066 Ack=5074 Win=65536 Len=0;;;33.442011;37.661456;4.219445;4.196905;0.02254;-4.174365
3620;37.661456;192.168.1.7;142.251.10.132;TLSv1.2;93;Application Data;;;37.661456;37.683996;0.02254;0.022341;0.000199;-0.022142
3621;37.683996;142.251.10.132;192.168.1.7;TLSv1.2;93;Application Data;;;37.683996;37.684195;0.000199;0.000151;4.8E-05;-0.000103
3622;37.684195;142.251.10.132;192.168.1.7;TCP;56;443  >  62845 [ACK] Seq=1 Ack=40 Win=292 Len=0;;;37.684195;37.684243;4.8E-05;-0.99797;0.998018;1.995988
3623;37.684243;192.168.1.7;142.251.10.132;TCP;54;62845  >  443 [ACK] Seq=40 Ack=40 Win=512 Len=0;;;37.684243;38.682261;0.998018;0.997503;0.000515;-0.996988
3624;38.682261;192.168.1.7;142.251.10.149;TLSv1.2;93;Application Data;;;38.682261;38.682776;0.000515;-0.028285;0.0288;0.057085
3625;38.682776;192.168.1.7;142.251.12.155;TLSv1.2;93;Application Data;;;38.682776;38.711576;0.0288;0.02846;0.00034;-0.02812
3626;38.711576;142.251.12.155;192.168.1.7;TLSv1.2;93;Application Data;;;38.711576;38.711916;0.00034;0.0003;4E-05;-0.00026
3627;38.711916;142.251.12.155;192.168.1.7;TCP;56;443  >  62855 [ACK] Seq=1 Ack=40 Win=272 Len=0;;;38.711916;38.711956;4E-05;-0.000337;0.000377;0.000714
3628;38.711956;192.168.1.7;142.251.12.155;TCP;54;62855  >  443 [ACK] Seq=40 Ack=40 Win=251 Len=0;;;38.711956;38.712333;0.000377;0.000301;7.6E-05;-0.000225
3629;38.712333;142.251.10.149;192.168.1.7;TLSv1.2;93;Application Data;;;38.712333;38.712409;7.6E-05;5.2E-05;2.4E-05;-2.8E-05
3630;38.712409;142.251.10.149;192.168.1.7;TCP;56;443  >  62854 [ACK] Seq=1 Ack=40 Win=277 Len=0;;;38.712409;38.712433;2.4E-05;-0.10861;0.108634;0.217244
3631;38.712433;192.168.1.7;142.251.10.149;TCP;54;62854  >  443 [ACK] Seq=40 Ack=40 Win=251 Len=0;;;38.712433;38.821067;0.108634;0.108634;0;-0.108634
3632;38.821067;192.168.1.7;74.125.130.94;TCP;55;[TCP Keep-Alive] 62852  >  80 [ACK] Seq=1 Ack=1 Win=254 Len=1;;;38.821067;38.821067;0;-0.019979;0.019979;0.039958
3633;38.821067;192.168.1.7;74.125.130.94;TCP;55;[TCP Keep-Alive] 62851  >  80 [ACK] Seq=1 Ack=1 Win=251 Len=1;;;38.821067;38.841046;0.019979;0.016711;0.003268;-0.013443
3634;38.841046;74.125.130.94;192.168.1.7;TCP;66;[TCP Keep-Alive ACK] 80  >  62851 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2;;;38.841046;38.844314;0.003268;-0.84397;0.847238;1.691208
3635;38.844314;74.125.130.94;192.168.1.7;TCP;66;[TCP Keep-Alive ACK] 80  >  62852 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2;;;38.844314;39.691552;0.847238;0.824502;0.022736;-0.801766
3636;39.691552;192.168.1.7;74.125.24.157;TLSv1.2;93;Application Data;;;39.691552;39.714288;0.022736;0.022376;0.00036;-0.022016
3637;39.714288;74.125.24.157;192.168.1.7;TCP;56;443  >  62846 [ACK] Seq=1 Ack=40 Win=305 Len=0;;;39.714288;39.714648;0.00036;-0.056423;0.056783;0.113206
3638;39.714648;74.125.24.157;192.168.1.7;TLSv1.2;93;Application Data;;;39.714648;39.771431;0.056783;-0.7029;0.759683;1.462583
3639;39.771431;192.168.1.7;74.125.24.157;TCP;54;62846  >  443 [ACK] Seq=40 Ack=40 Win=254 Len=0;;;39.771431;40.531114;0.759683;0.735015;0.024668;-0.710347
3640;40.531114;192.168.1.7;35.197.154.200;TCP;55;[TCP Keep-Alive] 62843  >  443 [ACK] Seq=1 Ack=1 Win=260 Len=1;;;40.531114;40.555782;0.024668;-0.128297;0.152965;0.281262
3641;40.555782;35.197.154.200;192.168.1.7;TCP;66;[TCP Keep-Alive ACK] 443  >  62843 [ACK] Seq=1 Ack=2 Win=139 Len=0 SLE=1 SRE=2;;;40.555782;40.708747;0.152965;0.104394;0.048571;-0.055823
3642;40.708747;192.168.1.7;34.120.208.123;TLSv1.2;100;Application Data;;;40.708747;40.757318;0.048571;0.048458;0.000113;-0.048345
3643;40.757318;34.120.208.123;192.168.1.7;TCP;56;443  >  62857 [ACK] Seq=1 Ack=47 Win=303 Len=0;;;40.757318;40.757431;0.000113;-0.043417;0.04353;0.086947
3644;40.757431;34.120.208.123;192.168.1.7;TLSv1.2;100;Application Data;;;40.757431;40.800961;0.04353;-1.512663;1.556193;3.068856
3645;40.800961;192.168.1.7;34.120.208.123;TCP;54;62857  >  443 [ACK] Seq=47 Ack=47 Win=253 Len=0;;;40.800961;42.357154;1.556193;1.516097;0.040096;-1.476001
3660;42.357154;157.240.218.60;192.168.1.7;TLSv1.2;276;Application Data;;;42.357154;42.39725;0.040096;-0.228189;0.268285;0.496474
3661;42.39725;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=583 Win=256 Len=0;;;42.39725;42.665535;0.268285;0.222497;0.045788;-0.176709
3662;42.665535;157.240.218.60;192.168.1.7;TLSv1.2;276;Application Data;;;42.665535;42.711323;0.045788;-0.146149;0.191937;0.338086
3663;42.711323;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=805 Win=261 Len=0;;;42.711323;42.90326;0.191937;0.144047;0.04789;-0.096157
3664;42.90326;157.240.218.60;192.168.1.7;TLSv1.2;276;Application Data;;;42.90326;42.95115;0.04789;-5.433212;5.481102;10.914314
3665;42.95115;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=1027 Win=260 Len=0;;;42.95115;48.432252;5.481102;5.452109;0.028993;-5.423116
3666;48.432252;192.168.1.7;20.197.71.89;TLSv1.2;98;Application Data;;;48.432252;48.461245;0.028993;-0.024598;0.053591;0.078189
3667;48.461245;20.197.71.89;192.168.1.7;TLSv1.2;229;Application Data;;;48.461245;48.514836;0.053591;-0.283051;0.336642;0.619693
3668;48.514836;192.168.1.7;20.197.71.89;TCP;54;49730  >  443 [ACK] Seq=89 Ack=351 Win=257 Len=0;;;48.514836;48.851478;0.336642;0.336643;-1E-06;-0.336644
3669;48.851478;192.168.1.7;74.125.130.94;TCP;55;[TCP Keep-Alive] 62852  >  80 [ACK] Seq=1 Ack=1 Win=254 Len=1;;;48.851478;48.851477;-1E-06;-0.022253;0.022252;0.044505
3670;48.851477;192.168.1.7;74.125.130.94;TCP;55;[TCP Keep-Alive] 62851  >  80 [ACK] Seq=1 Ack=1 Win=251 Len=1;;;48.851477;48.873729;0.022252;0.012931;0.009321;-0.00361
3671;48.873729;74.125.130.94;192.168.1.7;TCP;66;[TCP Keep-Alive ACK] 80  >  62851 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2;;;48.873729;48.88305;0.009321;-0.300478;0.309799;0.610277
3672;48.88305;74.125.130.94;192.168.1.7;TCP;66;[TCP Keep-Alive ACK] 80  >  62852 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2;;;48.88305;49.192849;0.309799;0.285909;0.02389;-0.262019
4137;49.192849;192.168.1.7;35.186.224.25;TCP;66;62863  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;49.192849;49.216739;0.02389;0.023687;0.000203;-0.023484
4138;49.216739;35.186.224.25;192.168.1.7;TCP;66;443  >  62863 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 WS=256;;;49.216739;49.216942;0.000203;-0.000586;0.000789;0.001375
4139;49.216942;192.168.1.7;35.186.224.25;TCP;54;62863  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0;;;49.216942;49.217731;0.000789;-0.021016;0.021805;0.042821
4140;49.217731;192.168.1.7;35.186.224.25;TLSv1.3;648;Client Hello;;;49.217731;49.239536;0.021805;0.005746;0.016059;0.010313
4141;49.239536;35.186.224.25;192.168.1.7;TCP;54;443  >  62863 [ACK] Seq=1 Ack=595 Win=66816 Len=0;;;49.239536;49.255595;0.016059;0.014947;0.001112;-0.013835
4142;49.255595;35.186.224.25;192.168.1.7;TLSv1.3;266;Server Hello, Change Cipher Spec, Application Data;;;49.255595;49.256707;0.001112;0.000842;0.00027;-0.000572
4143;49.256707;192.168.1.7;35.186.224.25;TLSv1.3;118;Change Cipher Spec, Application Data;;;49.256707;49.256977;0.00027;-2.2E-05;0.000292;0.000314
4144;49.256977;192.168.1.7;35.186.224.25;TLSv1.3;146;Application Data;;;49.256977;49.257269;0.000292;0.000109;0.000183;7.4E-05
4145;49.257269;192.168.1.7;35.186.224.25;TLSv1.3;855;Application Data;;;49.257269;49.257452;0.000183;0.000183;0;-0.000183
4146;49.257452;192.168.1.7;35.186.224.25;TCP;1484;62863  >  443 [ACK] Seq=1552 Ack=213 Win=65536 Len=1430 [TCP segment of a reassembled PDU];;;49.257452;49.257452;0;-0.019836;0.019836;0.039672
4147;49.257452;192.168.1.7;35.186.224.25;TLSv1.3;520;Application Data;;;49.257452;49.277288;0.019836;0.019387;0.000449;-0.018938
4148;49.277288;35.186.224.25;192.168.1.7;TLSv1.3;634;Application Data, Application Data;;;49.277288;49.277737;0.000449;0.000294;0.000155;-0.000139
4149;49.277737;192.168.1.7;35.186.224.25;TLSv1.3;85;Application Data;;;49.277737;49.277892;0.000155;-0.002247;0.002402;0.004649
4150;49.277892;35.186.224.25;192.168.1.7;TCP;56;443  >  62863 [ACK] Seq=793 Ack=1552 Win=69632 Len=0;;;49.277892;49.280294;0.002402;0.000387;0.002015;0.001628
4151;49.280294;35.186.224.25;192.168.1.7;TLSv1.3;85;Application Data;;;49.280294;49.282309;0.002015;-0.021044;0.023059;0.044103
4152;49.282309;35.186.224.25;192.168.1.7;TCP;56;443  >  62863 [ACK] Seq=824 Ack=3448 Win=75520 Len=0;;;49.282309;49.305368;0.023059;0.007056;0.016003;0.008947
4153;49.305368;35.186.224.25;192.168.1.7;TCP;56;443  >  62863 [ACK] Seq=824 Ack=3479 Win=75520 Len=0;;;49.305368;49.321371;0.016003;-0.115101;0.131104;0.246205
4154;49.321371;192.168.1.7;35.186.224.25;TCP;54;62863  >  443 [ACK] Seq=3479 Ack=824 Win=64768 Len=0;;;49.321371;49.452475;0.131104;0.129573;0.001531;-0.128042
4155;49.452475;35.186.224.25;192.168.1.7;TLSv1.3;511;Application Data;;;49.452475;49.454006;0.001531;-0.026212;0.027743;0.053955
4156;49.454006;192.168.1.7;35.186.224.25;TLSv1.3;93;Application Data;;;49.454006;49.481749;0.027743;-1.051543;1.079286;2.130829
4157;49.481749;35.186.224.25;192.168.1.7;TCP;56;443  >  62863 [ACK] Seq=1281 Ack=3518 Win=75520 Len=0;;;49.481749;50.561035;1.079286;1.053541;0.025745;-1.027796
4158;50.561035;192.168.1.7;35.197.154.200;TCP;55;[TCP Keep-Alive] 62843  >  443 [ACK] Seq=1 Ack=1 Win=260 Len=1;;;50.561035;50.58678;0.025745;-0.549113;0.574858;1.123971
4159;50.58678;35.197.154.200;192.168.1.7;TCP;66;[TCP Keep-Alive ACK] 443  >  62843 [ACK] Seq=1 Ack=2 Win=139 Len=0 SLE=1 SRE=2;;;50.58678;51.161638;0.574858;0.552608;0.02225;-0.530358
4168;51.161638;192.168.1.7;35.186.224.39;TLSv1.2;97;Application Data;;;51.161638;51.183888;0.02225;-0.038634;0.060884;0.099518
4169;51.183888;35.186.224.39;192.168.1.7;TCP;56;443  >  49752 [ACK] Seq=41 Ack=87 Win=272 Len=0;;;51.183888;51.244772;0.060884;0.009105;0.051779;0.042674
4170;51.244772;35.186.224.39;192.168.1.7;TLSv1.2;94;Application Data;;;51.244772;51.296551;0.051779;-1.133447;1.185226;2.318673
4171;51.296551;192.168.1.7;35.186.224.39;TCP;54;49752  >  443 [ACK] Seq=87 Ack=81 Win=252 Len=0;;;51.296551;52.481777;1.185226;1.095238;0.089988;-1.00525
4172;52.481777;192.168.1.7;35.186.224.47;TLSv1.2;89;Application Data;;;52.481777;52.571765;0.089988;0.031332;0.058656;0.027324
4173;52.571765;35.186.224.47;192.168.1.7;TCP;56;443  >  49748 [ACK] Seq=32 Ack=71 Win=266 Len=0;;;52.571765;52.630421;0.058656;0.007505;0.051151;0.043646
4174;52.630421;35.186.224.47;192.168.1.7;TLSv1.2;85;Application Data;;;52.630421;52.681572;0.051151;-0.728976;0.780127;1.509103
4175;52.681572;192.168.1.7;35.186.224.47;TCP;54;49748  >  443 [ACK] Seq=71 Ack=63 Win=255 Len=0;;;52.681572;53.461699;0.780127;0.754245;0.025882;-0.728363
4176;53.461699;192.168.1.7;35.186.224.25;TCP;54;62863  >  443 [FIN, ACK] Seq=3518 Ack=1281 Win=64256 Len=0;;;53.461699;53.487581;0.025882;0.025647;0.000235;-0.025412
4177;53.487581;35.186.224.25;192.168.1.7;TCP;54;443  >  62863 [FIN, ACK] Seq=1281 Ack=3519 Win=75520 Len=0;;;53.487581;53.487816;0.000235;-3.412656;3.412891;6.825547
4178;53.487816;192.168.1.7;35.186.224.25;TCP;54;62863  >  443 [ACK] Seq=3519 Ack=1282 Win=64256 Len=0;;;53.487816;56.900707;3.412891;3.356585;0.056306;-3.300279
4180;56.900707;157.240.218.60;192.168.1.7;TLSv1.2;189;Application Data;;;56.900707;56.957013;0.056306;-1.873154;1.92946;3.802614
4181;56.957013;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=1162 Win=259 Len=0;;;56.957013;58.886473;1.92946;1.92946;0;-1.92946
4188;58.886473;192.168.1.7;74.125.130.94;TCP;55;[TCP Keep-Alive] 62851  >  80 [ACK] Seq=1 Ack=1 Win=251 Len=1;;;58.886473;58.886473;0;-0.021017;0.021017;0.042034
4189;58.886473;192.168.1.7;74.125.130.94;TCP;55;[TCP Keep-Alive] 62852  >  80 [ACK] Seq=1 Ack=1 Win=254 Len=1;;;58.886473;58.90749;0.021017;0.014286;0.006731;-0.007555
4190;58.90749;74.125.130.94;192.168.1.7;TCP;66;[TCP Keep-Alive ACK] 80  >  62851 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2;;;58.90749;58.914221;0.006731;-0.642471;0.649202;1.291673
4191;58.914221;74.125.130.94;192.168.1.7;TCP;66;[TCP Keep-Alive ACK] 80  >  62852 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2;;;58.914221;59.563423;0.649202;0.648279;0.000923;-0.647356
4192;59.563423;157.240.218.60;192.168.1.7;TLSv1.2;165;Application Data;;;59.563423;59.564346;0.000923;0.000825;9.8E-05;-0.000727
4193;59.564346;157.240.218.60;192.168.1.7;TLSv1.2;165;Application Data;;;59.564346;59.564444;9.8E-05;-6E-06;0.000104;0.00011
4194;59.564444;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=1384 Win=258 Len=0;;;59.564444;59.564548;0.000104;3.6E-05;6.8E-05;3.2E-05
4195;59.564548;157.240.218.60;192.168.1.7;TLSv1.2;165;Application Data;;;59.564548;59.564616;6.8E-05;3.6E-05;3.2E-05;-4E-06
4196;59.564616;157.240.218.60;192.168.1.7;TLSv1.2;165;Application Data;;;59.564616;59.564648;3.2E-05;-2.3E-05;5.5E-05;7.8E-05
4197;59.564648;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=1606 Win=257 Len=0;;;59.564648;59.564703;5.5E-05;-0.051872;0.051927;0.103799
4198;59.564703;157.240.218.60;192.168.1.7;TLSv1.2;165;Application Data;;;59.564703;59.61663;0.051927;-0.932552;0.984479;1.917031
4199;59.61663;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=1717 Win=257 Len=0;;;59.61663;60.601109;0.984479;0.962151;0.022328;-0.939823
4209;60.601109;192.168.1.7;35.197.154.200;TCP;55;[TCP Keep-Alive] 62843  >  443 [ACK] Seq=1 Ack=1 Win=260 Len=1;;;60.601109;60.623437;0.022328;-1.281909;1.304237;2.586146
4210;60.623437;35.197.154.200;192.168.1.7;TCP;66;[TCP Keep-Alive ACK] 443  >  62843 [ACK] Seq=1 Ack=2 Win=139 Len=0 SLE=1 SRE=2;;;60.623437;61.927674;1.304237;1.260777;0.04346;-1.217317
4211;61.927674;157.240.218.60;192.168.1.7;TLSv1.2;163;Application Data;;;61.927674;61.971134;0.04346;0.039364;0.004096;-0.035268
4212;61.971134;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=1826 Win=257 Len=0;;;61.971134;61.97523;0.004096;-0.0519;0.055996;0.107896
4213;61.97523;157.240.218.60;192.168.1.7;TLSv1.2;151;Application Data;;;61.97523;62.031226;0.055996;-0.672546;0.728542;1.401088
4214;62.031226;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=1923 Win=256 Len=0;;;62.031226;62.759768;0.728542;0.728364;0.000178;-0.728186
4218;62.759768;157.240.218.60;192.168.1.7;TLSv1.2;271;Application Data;;;62.759768;62.759946;0.000178;0.000129;4.9E-05;-8E-05
4219;62.759946;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;62.759946;62.759995;4.9E-05;-1.279185;1.279234;2.558419
4220;62.759995;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=2318 Win=261 Len=0;;;62.759995;64.039229;1.279234;1.250815;0.028419;-1.222396
4660;64.039229;157.240.218.60;192.168.1.7;TLSv1.2;151;Application Data;;;64.039229;64.067648;0.028419;0.028259;0.00016;-0.028099
4661;64.067648;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;64.067648;64.067808;0.00016;-0.315065;0.315225;0.63029
4662;64.067808;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=2593 Win=259 Len=0;;;64.067808;64.383033;0.315225;0.315031;0.000194;-0.314837
4663;64.383033;157.240.218.60;192.168.1.7;TLSv1.2;271;Application Data;;;64.383033;64.383227;0.000194;0.000137;5.7E-05;-8E-05
4664;64.383227;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;64.383227;64.383284;5.7E-05;-1.526182;1.526239;3.052421
4665;64.383284;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=2988 Win=258 Len=0;;;64.383284;65.909523;1.526239;1.474586;0.051653;-1.422933
4666;65.909523;157.240.218.60;192.168.1.7;TLSv1.2;232;Application Data;;;65.909523;65.961176;0.051653;-1.420175;1.471828;2.892003
4667;65.961176;192.168.1.7;157.240.218.60;TCP;54;62691  >  443 [ACK] Seq=1 Ack=3166 Win=257 Len=0;;;65.961176;67.433004;1.471828;1.423424;0.048404;-1.37502
4670;67.433004;157.240.218.60;192.168.1.7;TLSv1.2;151;Application Data;;;67.433004;67.481408;0.048404;-0.560668;0.609072;1.16974
